#m_a [GeV]  T_R [GeV]  Omega h^2
3.981e-04  1.000e-02  2.203e+01  
4.365e-04  1.000e-02  2.410e+01  
4.786e-04  1.000e-02  2.636e+01  
5.248e-04  1.000e-02  2.882e+01  
5.754e-04  1.000e-02  3.150e+01  
6.310e-04  1.000e-02  3.442e+01  
6.918e-04  1.000e-02  3.760e+01  
7.586e-04  1.000e-02  4.105e+01  
8.318e-04  1.000e-02  4.481e+01  
9.120e-04  1.000e-02  4.889e+01  
1.000e-03  1.000e-02  5.332e+01  
1.096e-03  1.000e-02  5.813e+01  
1.202e-03  1.000e-02  6.333e+01  
1.318e-03  1.000e-02  6.896e+01  
1.445e-03  1.000e-02  7.504e+01  
1.585e-03  1.000e-02  8.160e+01  
1.738e-03  1.000e-02  8.867e+01  
1.905e-03  1.000e-02  9.627e+01  
2.089e-03  1.000e-02  1.044e+02  
2.291e-03  1.000e-02  1.131e+02  
2.512e-03  1.000e-02  1.225e+02  
2.754e-03  1.000e-02  1.324e+02  
3.020e-03  1.000e-02  1.429e+02  
3.311e-03  1.000e-02  1.540e+02  
3.631e-03  1.000e-02  1.658e+02  
3.981e-03  1.000e-02  1.780e+02  
4.365e-03  1.000e-02  1.909e+02  
4.786e-03  1.000e-02  2.041e+02  
5.248e-03  1.000e-02  2.178e+02  
5.754e-03  1.000e-02  2.318e+02  
6.310e-03  1.000e-02  2.459e+02  
6.918e-03  1.000e-02  2.601e+02  
7.586e-03  1.000e-02  2.740e+02  
8.318e-03  1.000e-02  2.876e+02  
9.120e-03  1.000e-02  3.005e+02  
1.000e-02  1.000e-02  3.124e+02  
1.096e-02  1.000e-02  3.230e+02  
1.202e-02  1.000e-02  3.321e+02  
1.318e-02  1.000e-02  3.391e+02  
1.445e-02  1.000e-02  3.437e+02  
1.585e-02  1.000e-02  3.456e+02  
1.738e-02  1.000e-02  3.443e+02  
1.905e-02  1.000e-02  3.396e+02  
2.089e-02  1.000e-02  3.313e+02  
2.291e-02  1.000e-02  3.192e+02  
2.512e-02  1.000e-02  3.032e+02  
2.754e-02  1.000e-02  2.836e+02  
3.020e-02  1.000e-02  2.608e+02  
3.311e-02  1.000e-02  2.352e+02  
3.631e-02  1.000e-02  2.076e+02  
3.981e-02  1.000e-02  1.789e+02  
4.365e-02  1.000e-02  1.500e+02  
4.786e-02  1.000e-02  1.220e+02  
5.248e-02  1.000e-02  9.599e+01  
5.754e-02  1.000e-02  7.270e+01  
6.310e-02  1.000e-02  5.278e+01  
6.918e-02  1.000e-02  3.655e+01  
7.586e-02  1.000e-02  2.402e+01  
8.318e-02  1.000e-02  1.489e+01  
9.120e-02  1.000e-02  8.650e+00  
1.000e-01  1.000e-02  4.676e+00  
1.096e-01  1.000e-02  2.333e+00  
1.202e-01  1.000e-02  1.066e+00  
1.318e-01  1.000e-02  4.416e-01  
1.445e-01  1.000e-02  1.643e-01  
1.585e-01  1.000e-02  5.426e-02  
1.738e-01  1.000e-02  1.572e-02  
1.905e-01  1.000e-02  3.954e-03  
2.089e-01  1.000e-02  8.587e-04  
2.291e-01  1.000e-02  1.677e-04  
2.512e-01  1.000e-02  2.944e-05  
2.754e-01  1.000e-02  3.542e-06  
3.020e-01  1.000e-02  3.378e-07  
3.311e-01  1.000e-02  2.496e-08  
3.631e-01  1.000e-02  1.395e-09  
3.981e-01  1.000e-02  5.734e-11  
4.365e-01  1.000e-02  1.683e-12  
4.786e-01  1.000e-02  3.414e-14  
5.248e-01  1.000e-02  4.616e-16  
5.754e-01  1.000e-02  4.002e-18  
6.310e-01  1.000e-02  2.130e-20  
6.918e-01  1.000e-02  6.639e-23  
7.586e-01  1.000e-02  1.151e-25  
8.318e-01  1.000e-02  1.048e-28  
9.120e-01  1.000e-02  4.716e-32  
1.000e+00  1.000e-02  9.783e-36  
1.000e-04  1.096e-02  6.184e+00  
1.096e-04  1.096e-02  6.778e+00  
1.202e-04  1.096e-02  7.429e+00  
1.318e-04  1.096e-02  8.141e+00  
1.445e-04  1.096e-02  8.922e+00  
1.585e-04  1.096e-02  9.776e+00  
1.738e-04  1.096e-02  1.071e+01  
1.905e-04  1.096e-02  1.173e+01  
2.089e-04  1.096e-02  1.285e+01  
2.291e-04  1.096e-02  1.408e+01  
2.512e-04  1.096e-02  1.542e+01  
2.754e-04  1.096e-02  1.688e+01  
3.020e-04  1.096e-02  1.849e+01  
3.311e-04  1.096e-02  2.024e+01  
3.631e-04  1.096e-02  2.215e+01  
3.981e-04  1.096e-02  2.424e+01  
4.365e-04  1.096e-02  2.652e+01  
4.786e-04  1.096e-02  2.901e+01  
5.248e-04  1.096e-02  3.172e+01  
5.754e-04  1.096e-02  3.468e+01  
6.310e-04  1.096e-02  3.791e+01  
6.918e-04  1.096e-02  4.143e+01  
7.586e-04  1.096e-02  4.525e+01  
8.318e-04  1.096e-02  4.942e+01  
9.120e-04  1.096e-02  5.394e+01  
1.000e-03  1.096e-02  5.886e+01  
1.096e-03  1.096e-02  6.420e+01  
1.202e-03  1.096e-02  6.998e+01  
1.318e-03  1.096e-02  7.625e+01  
1.445e-03  1.096e-02  8.303e+01  
1.585e-03  1.096e-02  9.036e+01  
1.738e-03  1.096e-02  9.826e+01  
1.905e-03  1.096e-02  1.068e+02  
2.089e-03  1.096e-02  1.159e+02  
2.291e-03  1.096e-02  1.258e+02  
2.512e-03  1.096e-02  1.363e+02  
2.754e-03  1.096e-02  1.475e+02  
3.020e-03  1.096e-02  1.595e+02  
3.311e-03  1.096e-02  1.721e+02  
3.631e-03  1.096e-02  1.856e+02  
3.981e-03  1.096e-02  1.997e+02  
4.365e-03  1.096e-02  2.145e+02  
4.786e-03  1.096e-02  2.300e+02  
5.248e-03  1.096e-02  2.460e+02  
5.754e-03  1.096e-02  2.625e+02  
6.310e-03  1.096e-02  2.794e+02  
6.918e-03  1.096e-02  2.965e+02  
7.586e-03  1.096e-02  3.135e+02  
8.318e-03  1.096e-02  3.304e+02  
9.120e-03  1.096e-02  3.468e+02  
1.000e-02  1.096e-02  3.624e+02  
1.096e-02  1.096e-02  3.768e+02  
1.202e-02  1.096e-02  3.897e+02  
1.318e-02  1.096e-02  4.006e+02  
1.445e-02  1.096e-02  4.092e+02  
1.585e-02  1.096e-02  4.148e+02  
1.738e-02  1.096e-02  4.172e+02  
1.905e-02  1.096e-02  4.157e+02  
2.089e-02  1.096e-02  4.102e+02  
2.291e-02  1.096e-02  4.002e+02  
2.512e-02  1.096e-02  3.856e+02  
2.754e-02  1.096e-02  3.665e+02  
3.020e-02  1.096e-02  3.429e+02  
3.311e-02  1.096e-02  3.154e+02  
3.631e-02  1.096e-02  2.846e+02  
3.981e-02  1.096e-02  2.513e+02  
4.365e-02  1.096e-02  2.166e+02  
4.786e-02  1.096e-02  1.817e+02  
5.248e-02  1.096e-02  1.479e+02  
5.754e-02  1.096e-02  1.164e+02  
6.310e-02  1.096e-02  8.817e+01  
6.918e-02  1.096e-02  6.404e+01  
7.586e-02  1.096e-02  4.438e+01  
8.318e-02  1.096e-02  2.918e+01  
9.120e-02  1.096e-02  1.809e+01  
1.000e-01  1.096e-02  1.052e+01  
1.096e-01  1.096e-02  5.688e+00  
1.202e-01  1.096e-02  2.840e+00  
1.318e-01  1.096e-02  1.298e+00  
1.445e-01  1.096e-02  5.381e-01  
1.585e-01  1.096e-02  2.003e-01  
1.738e-01  1.096e-02  6.621e-02  
1.905e-01  1.096e-02  1.920e-02  
2.089e-01  1.096e-02  4.828e-03  
2.291e-01  1.096e-02  1.049e-03  
2.512e-01  1.096e-02  2.051e-04  
2.754e-01  1.096e-02  3.610e-05  
3.020e-01  1.096e-02  4.344e-06  
3.311e-01  1.096e-02  4.146e-07  
3.631e-01  1.096e-02  3.066e-08  
3.981e-01  1.096e-02  1.714e-09  
4.365e-01  1.096e-02  7.047e-11  
4.786e-01  1.096e-02  2.070e-12  
5.248e-01  1.096e-02  4.200e-14  
5.754e-01  1.096e-02  5.681e-16  
6.310e-01  1.096e-02  4.927e-18  
6.918e-01  1.096e-02  2.623e-20  
7.586e-01  1.096e-02  8.180e-23  
8.318e-01  1.096e-02  1.418e-25  
9.120e-01  1.096e-02  1.293e-28  
1.000e+00  1.096e-02  5.816e-32  
1.000e-04  1.202e-02  6.793e+00  
1.096e-04  1.202e-02  7.445e+00  
1.202e-04  1.202e-02  8.160e+00  
1.318e-04  1.202e-02  8.944e+00  
1.445e-04  1.202e-02  9.801e+00  
1.585e-04  1.202e-02  1.074e+01  
1.738e-04  1.202e-02  1.177e+01  
1.905e-04  1.202e-02  1.289e+01  
2.089e-04  1.202e-02  1.413e+01  
2.291e-04  1.202e-02  1.547e+01  
2.512e-04  1.202e-02  1.695e+01  
2.754e-04  1.202e-02  1.856e+01  
3.020e-04  1.202e-02  2.032e+01  
3.311e-04  1.202e-02  2.225e+01  
3.631e-04  1.202e-02  2.436e+01  
3.981e-04  1.202e-02  2.666e+01  
4.365e-04  1.202e-02  2.918e+01  
4.786e-04  1.202e-02  3.192e+01  
5.248e-04  1.202e-02  3.492e+01  
5.754e-04  1.202e-02  3.819e+01  
6.310e-04  1.202e-02  4.175e+01  
6.918e-04  1.202e-02  4.564e+01  
7.586e-04  1.202e-02  4.987e+01  
8.318e-04  1.202e-02  5.448e+01  
9.120e-04  1.202e-02  5.949e+01  
1.000e-03  1.202e-02  6.494e+01  
1.096e-03  1.202e-02  7.086e+01  
1.202e-03  1.202e-02  7.729e+01  
1.318e-03  1.202e-02  8.426e+01  
1.445e-03  1.202e-02  9.181e+01  
1.585e-03  1.202e-02  9.998e+01  
1.738e-03  1.202e-02  1.088e+02  
1.905e-03  1.202e-02  1.183e+02  
2.089e-03  1.202e-02  1.286e+02  
2.291e-03  1.202e-02  1.396e+02  
2.512e-03  1.202e-02  1.515e+02  
2.754e-03  1.202e-02  1.641e+02  
3.020e-03  1.202e-02  1.777e+02  
3.311e-03  1.202e-02  1.921e+02  
3.631e-03  1.202e-02  2.074e+02  
3.981e-03  1.202e-02  2.236e+02  
4.365e-03  1.202e-02  2.406e+02  
4.786e-03  1.202e-02  2.585e+02  
5.248e-03  1.202e-02  2.772e+02  
5.754e-03  1.202e-02  2.965e+02  
6.310e-03  1.202e-02  3.164e+02  
6.918e-03  1.202e-02  3.368e+02  
7.586e-03  1.202e-02  3.574e+02  
8.318e-03  1.202e-02  3.780e+02  
9.120e-03  1.202e-02  3.984e+02  
1.000e-02  1.202e-02  4.182e+02  
1.096e-02  1.202e-02  4.370e+02  
1.202e-02  1.202e-02  4.544e+02  
1.318e-02  1.202e-02  4.701e+02  
1.445e-02  1.202e-02  4.833e+02  
1.585e-02  1.202e-02  4.937e+02  
1.738e-02  1.202e-02  5.006e+02  
1.905e-02  1.202e-02  5.035e+02  
2.089e-02  1.202e-02  5.018e+02  
2.291e-02  1.202e-02  4.952e+02  
2.512e-02  1.202e-02  4.832e+02  
2.754e-02  1.202e-02  4.658e+02  
3.020e-02  1.202e-02  4.427e+02  
3.311e-02  1.202e-02  4.144e+02  
3.631e-02  1.202e-02  3.813e+02  
3.981e-02  1.202e-02  3.441e+02  
4.365e-02  1.202e-02  3.039e+02  
4.786e-02  1.202e-02  2.620e+02  
5.248e-02  1.202e-02  2.199e+02  
5.754e-02  1.202e-02  1.791e+02  
6.310e-02  1.202e-02  1.410e+02  
6.918e-02  1.202e-02  1.069e+02  
7.586e-02  1.202e-02  7.765e+01  
8.318e-02  1.202e-02  5.383e+01  
9.120e-02  1.202e-02  3.541e+01  
1.000e-01  1.202e-02  2.197e+01  
1.096e-01  1.202e-02  1.278e+01  
1.202e-01  1.202e-02  6.913e+00  
1.318e-01  1.202e-02  3.454e+00  
1.445e-01  1.202e-02  1.580e+00  
1.585e-01  1.202e-02  6.551e-01  
1.738e-01  1.202e-02  2.440e-01  
1.905e-01  1.202e-02  8.068e-02  
2.089e-01  1.202e-02  2.341e-02  
2.291e-01  1.202e-02  5.889e-03  
2.512e-01  1.202e-02  1.280e-03  
2.754e-01  1.202e-02  2.505e-04  
3.020e-01  1.202e-02  4.421e-05  
3.311e-01  1.202e-02  5.321e-06  
3.631e-01  1.202e-02  5.081e-07  
3.981e-01  1.202e-02  3.760e-08  
4.365e-01  1.202e-02  2.102e-09  
4.786e-01  1.202e-02  8.649e-11  
5.248e-01  1.202e-02  2.542e-12  
5.754e-01  1.202e-02  5.160e-14  
6.310e-01  1.202e-02  6.983e-16  
6.918e-01  1.202e-02  6.057e-18  
7.586e-01  1.202e-02  3.227e-20  
8.318e-01  1.202e-02  1.007e-22  
9.120e-01  1.202e-02  1.746e-25  
1.000e+00  1.202e-02  1.592e-28  
1.000e-04  1.318e-02  7.462e+00  
1.096e-04  1.318e-02  8.179e+00  
1.202e-04  1.318e-02  8.965e+00  
1.318e-04  1.318e-02  9.826e+00  
1.445e-04  1.318e-02  1.077e+01  
1.585e-04  1.318e-02  1.180e+01  
1.738e-04  1.318e-02  1.293e+01  
1.905e-04  1.318e-02  1.417e+01  
2.089e-04  1.318e-02  1.552e+01  
2.291e-04  1.318e-02  1.701e+01  
2.512e-04  1.318e-02  1.863e+01  
2.754e-04  1.318e-02  2.041e+01  
3.020e-04  1.318e-02  2.235e+01  
3.311e-04  1.318e-02  2.447e+01  
3.631e-04  1.318e-02  2.679e+01  
3.981e-04  1.318e-02  2.933e+01  
4.365e-04  1.318e-02  3.210e+01  
4.786e-04  1.318e-02  3.513e+01  
5.248e-04  1.318e-02  3.843e+01  
5.754e-04  1.318e-02  4.204e+01  
6.310e-04  1.318e-02  4.598e+01  
6.918e-04  1.318e-02  5.027e+01  
7.586e-04  1.318e-02  5.495e+01  
8.318e-04  1.318e-02  6.004e+01  
9.120e-04  1.318e-02  6.559e+01  
1.000e-03  1.318e-02  7.163e+01  
1.096e-03  1.318e-02  7.820e+01  
1.202e-03  1.318e-02  8.533e+01  
1.318e-03  1.318e-02  9.308e+01  
1.445e-03  1.318e-02  1.015e+02  
1.585e-03  1.318e-02  1.106e+02  
1.738e-03  1.318e-02  1.204e+02  
1.905e-03  1.318e-02  1.311e+02  
2.089e-03  1.318e-02  1.425e+02  
2.291e-03  1.318e-02  1.549e+02  
2.512e-03  1.318e-02  1.682e+02  
2.754e-03  1.318e-02  1.825e+02  
3.020e-03  1.318e-02  1.978e+02  
3.311e-03  1.318e-02  2.141e+02  
3.631e-03  1.318e-02  2.315e+02  
3.981e-03  1.318e-02  2.499e+02  
4.365e-03  1.318e-02  2.694e+02  
4.786e-03  1.318e-02  2.900e+02  
5.248e-03  1.318e-02  3.116e+02  
5.754e-03  1.318e-02  3.341e+02  
6.310e-03  1.318e-02  3.574e+02  
6.918e-03  1.318e-02  3.814e+02  
7.586e-03  1.318e-02  4.060e+02  
8.318e-03  1.318e-02  4.309e+02  
9.120e-03  1.318e-02  4.558e+02  
1.000e-02  1.318e-02  4.803e+02  
1.096e-02  1.318e-02  5.042e+02  
1.202e-02  1.318e-02  5.270e+02  
1.318e-02  1.318e-02  5.481e+02  
1.445e-02  1.318e-02  5.670e+02  
1.585e-02  1.318e-02  5.830e+02  
1.738e-02  1.318e-02  5.956e+02  
1.905e-02  1.318e-02  6.040e+02  
2.089e-02  1.318e-02  6.075e+02  
2.291e-02  1.318e-02  6.056e+02  
2.512e-02  1.318e-02  5.977e+02  
2.754e-02  1.318e-02  5.834e+02  
3.020e-02  1.318e-02  5.624e+02  
3.311e-02  1.318e-02  5.347e+02  
3.631e-02  1.318e-02  5.006e+02  
3.981e-02  1.318e-02  4.607e+02  
4.365e-02  1.318e-02  4.159e+02  
4.786e-02  1.318e-02  3.674e+02  
5.248e-02  1.318e-02  3.169e+02  
5.754e-02  1.318e-02  2.660e+02  
6.310e-02  1.318e-02  2.167e+02  
6.918e-02  1.318e-02  1.706e+02  
7.586e-02  1.318e-02  1.294e+02  
8.318e-02  1.318e-02  9.406e+01  
9.120e-02  1.318e-02  6.523e+01  
1.000e-01  1.318e-02  4.293e+01  
1.096e-01  1.318e-02  2.665e+01  
1.202e-01  1.318e-02  1.550e+01  
1.318e-01  1.318e-02  8.392e+00  
1.445e-01  1.318e-02  4.195e+00  
1.585e-01  1.318e-02  1.920e+00  
1.738e-01  1.318e-02  7.965e-01  
1.905e-01  1.318e-02  2.967e-01  
2.089e-01  1.318e-02  9.818e-02  
2.291e-01  1.318e-02  2.850e-02  
2.512e-01  1.318e-02  7.174e-03  
2.754e-01  1.318e-02  1.560e-03  
3.020e-01  1.318e-02  3.055e-04  
3.311e-01  1.318e-02  5.405e-05  
3.631e-01  1.318e-02  6.509e-06  
3.981e-01  1.318e-02  6.217e-07  
4.365e-01  1.318e-02  4.603e-08  
4.786e-01  1.318e-02  2.576e-09  
5.248e-01  1.318e-02  1.060e-10  
5.754e-01  1.318e-02  3.116e-12  
6.310e-01  1.318e-02  6.329e-14  
6.918e-01  1.318e-02  8.569e-16  
7.586e-01  1.318e-02  7.436e-18  
8.318e-01  1.318e-02  3.963e-20  
9.120e-01  1.318e-02  1.237e-22  
1.000e+00  1.318e-02  2.146e-25  
1.000e-04  1.445e-02  8.199e+00  
1.096e-04  1.445e-02  8.988e+00  
1.202e-04  1.445e-02  9.852e+00  
1.318e-04  1.445e-02  1.080e+01  
1.445e-04  1.445e-02  1.183e+01  
1.585e-04  1.445e-02  1.297e+01  
1.738e-04  1.445e-02  1.421e+01  
1.905e-04  1.445e-02  1.557e+01  
2.089e-04  1.445e-02  1.707e+01  
2.291e-04  1.445e-02  1.870e+01  
2.512e-04  1.445e-02  2.048e+01  
2.754e-04  1.445e-02  2.244e+01  
3.020e-04  1.445e-02  2.457e+01  
3.311e-04  1.445e-02  2.691e+01  
3.631e-04  1.445e-02  2.947e+01  
3.981e-04  1.445e-02  3.226e+01  
4.365e-04  1.445e-02  3.532e+01  
4.786e-04  1.445e-02  3.865e+01  
5.248e-04  1.445e-02  4.230e+01  
5.754e-04  1.445e-02  4.628e+01  
6.310e-04  1.445e-02  5.062e+01  
6.918e-04  1.445e-02  5.537e+01  
7.586e-04  1.445e-02  6.054e+01  
8.318e-04  1.445e-02  6.617e+01  
9.120e-04  1.445e-02  7.231e+01  
1.000e-03  1.445e-02  7.900e+01  
1.096e-03  1.445e-02  8.628e+01  
1.202e-03  1.445e-02  9.419e+01  
1.318e-03  1.445e-02  1.028e+02  
1.445e-03  1.445e-02  1.121e+02  
1.585e-03  1.445e-02  1.222e+02  
1.738e-03  1.445e-02  1.332e+02  
1.905e-03  1.445e-02  1.451e+02  
2.089e-03  1.445e-02  1.579e+02  
2.291e-03  1.445e-02  1.717e+02  
2.512e-03  1.445e-02  1.866e+02  
2.754e-03  1.445e-02  2.027e+02  
3.020e-03  1.445e-02  2.199e+02  
3.311e-03  1.445e-02  2.383e+02  
3.631e-03  1.445e-02  2.580e+02  
3.981e-03  1.445e-02  2.790e+02  
4.365e-03  1.445e-02  3.012e+02  
4.786e-03  1.445e-02  3.248e+02  
5.248e-03  1.445e-02  3.496e+02  
5.754e-03  1.445e-02  3.756e+02  
6.310e-03  1.445e-02  4.027e+02  
6.918e-03  1.445e-02  4.309e+02  
7.586e-03  1.445e-02  4.599e+02  
8.318e-03  1.445e-02  4.895e+02  
9.120e-03  1.445e-02  5.195e+02  
1.000e-02  1.445e-02  5.496e+02  
1.096e-02  1.445e-02  5.793e+02  
1.202e-02  1.445e-02  6.081e+02  
1.318e-02  1.445e-02  6.356e+02  
1.445e-02  1.445e-02  6.611e+02  
1.585e-02  1.445e-02  6.839e+02  
1.738e-02  1.445e-02  7.033e+02  
1.905e-02  1.445e-02  7.186e+02  
2.089e-02  1.445e-02  7.288e+02  
2.291e-02  1.445e-02  7.331e+02  
2.512e-02  1.445e-02  7.309e+02  
2.754e-02  1.445e-02  7.215e+02  
3.020e-02  1.445e-02  7.042e+02  
3.311e-02  1.445e-02  6.790e+02  
3.631e-02  1.445e-02  6.456e+02  
3.981e-02  1.445e-02  6.046e+02  
4.365e-02  1.445e-02  5.564e+02  
4.786e-02  1.445e-02  5.024e+02  
5.248e-02  1.445e-02  4.440e+02  
5.754e-02  1.445e-02  3.830e+02  
6.310e-02  1.445e-02  3.216e+02  
6.918e-02  1.445e-02  2.620e+02  
7.586e-02  1.445e-02  2.064e+02  
8.318e-02  1.445e-02  1.565e+02  
9.120e-02  1.445e-02  1.138e+02  
1.000e-01  1.445e-02  7.898e+01  
1.096e-01  1.445e-02  5.199e+01  
1.202e-01  1.445e-02  3.229e+01  
1.318e-01  1.445e-02  1.879e+01  
1.445e-01  1.445e-02  1.018e+01  
1.585e-01  1.445e-02  5.088e+00  
1.738e-01  1.445e-02  2.329e+00  
1.905e-01  1.445e-02  9.671e-01  
2.089e-01  1.445e-02  3.604e-01  
2.291e-01  1.445e-02  1.193e-01  
2.512e-01  1.445e-02  3.464e-02  
2.754e-01  1.445e-02  8.724e-03  
3.020e-01  1.445e-02  1.898e-03  
3.311e-01  1.445e-02  3.719e-04  
3.631e-01  1.445e-02  6.595e-05  
3.981e-01  1.445e-02  7.947e-06  
4.365e-01  1.445e-02  7.591e-07  
4.786e-01  1.445e-02  5.624e-08  
5.248e-01  1.445e-02  3.148e-09  
5.754e-01  1.445e-02  1.296e-10  
6.310e-01  1.445e-02  3.811e-12  
6.918e-01  1.445e-02  7.747e-14  
7.586e-01  1.445e-02  1.049e-15  
8.318e-01  1.445e-02  9.111e-18  
9.120e-01  1.445e-02  4.856e-20  
1.000e+00  1.445e-02  1.516e-22  
1.000e-04  1.585e-02  9.012e+00  
1.096e-04  1.585e-02  9.879e+00  
1.202e-04  1.585e-02  1.083e+01  
1.318e-04  1.585e-02  1.187e+01  
1.445e-04  1.585e-02  1.301e+01  
1.585e-04  1.585e-02  1.426e+01  
1.738e-04  1.585e-02  1.563e+01  
1.905e-04  1.585e-02  1.712e+01  
2.089e-04  1.585e-02  1.876e+01  
2.291e-04  1.585e-02  2.056e+01  
2.512e-04  1.585e-02  2.252e+01  
2.754e-04  1.585e-02  2.467e+01  
3.020e-04  1.585e-02  2.703e+01  
3.311e-04  1.585e-02  2.960e+01  
3.631e-04  1.585e-02  3.242e+01  
3.981e-04  1.585e-02  3.550e+01  
4.365e-04  1.585e-02  3.886e+01  
4.786e-04  1.585e-02  4.254e+01  
5.248e-04  1.585e-02  4.656e+01  
5.754e-04  1.585e-02  5.096e+01  
6.310e-04  1.585e-02  5.575e+01  
6.918e-04  1.585e-02  6.099e+01  
7.586e-04  1.585e-02  6.670e+01  
8.318e-04  1.585e-02  7.293e+01  
9.120e-04  1.585e-02  7.972e+01  
1.000e-03  1.585e-02  8.712e+01  
1.096e-03  1.585e-02  9.518e+01  
1.202e-03  1.585e-02  1.040e+02  
1.318e-03  1.585e-02  1.135e+02  
1.445e-03  1.585e-02  1.239e+02  
1.585e-03  1.585e-02  1.351e+02  
1.738e-03  1.585e-02  1.473e+02  
1.905e-03  1.585e-02  1.605e+02  
2.089e-03  1.585e-02  1.748e+02  
2.291e-03  1.585e-02  1.903e+02  
2.512e-03  1.585e-02  2.070e+02  
2.754e-03  1.585e-02  2.250e+02  
3.020e-03  1.585e-02  2.443e+02  
3.311e-03  1.585e-02  2.651e+02  
3.631e-03  1.585e-02  2.873e+02  
3.981e-03  1.585e-02  3.110e+02  
4.365e-03  1.585e-02  3.363e+02  
4.786e-03  1.585e-02  3.632e+02  
5.248e-03  1.585e-02  3.916e+02  
5.754e-03  1.585e-02  4.216e+02  
6.310e-03  1.585e-02  4.529e+02  
6.918e-03  1.585e-02  4.857e+02  
7.586e-03  1.585e-02  5.197e+02  
8.318e-03  1.585e-02  5.547e+02  
9.120e-03  1.585e-02  5.904e+02  
1.000e-02  1.585e-02  6.266e+02  
1.096e-02  1.585e-02  6.629e+02  
1.202e-02  1.585e-02  6.987e+02  
1.318e-02  1.585e-02  7.336e+02  
1.445e-02  1.585e-02  7.667e+02  
1.585e-02  1.585e-02  7.975e+02  
1.738e-02  1.585e-02  8.251e+02  
1.905e-02  1.585e-02  8.485e+02  
2.089e-02  1.585e-02  8.669e+02  
2.291e-02  1.585e-02  8.792e+02  
2.512e-02  1.585e-02  8.845e+02  
2.754e-02  1.585e-02  8.819e+02  
3.020e-02  1.585e-02  8.705e+02  
3.311e-02  1.585e-02  8.498e+02  
3.631e-02  1.585e-02  8.194e+02  
3.981e-02  1.585e-02  7.792e+02  
4.365e-02  1.585e-02  7.297e+02  
4.786e-02  1.585e-02  6.717e+02  
5.248e-02  1.585e-02  6.065e+02  
5.754e-02  1.585e-02  5.360e+02  
6.310e-02  1.585e-02  4.625e+02  
6.918e-02  1.585e-02  3.884e+02  
7.586e-02  1.585e-02  3.165e+02  
8.318e-02  1.585e-02  2.493e+02  
9.120e-02  1.585e-02  1.892e+02  
1.000e-01  1.585e-02  1.376e+02  
1.096e-01  1.585e-02  9.549e+01  
1.202e-01  1.585e-02  6.288e+01  
1.318e-01  1.585e-02  3.906e+01  
1.445e-01  1.585e-02  2.274e+01  
1.585e-01  1.585e-02  1.232e+01  
1.738e-01  1.585e-02  6.161e+00  
1.905e-01  1.585e-02  2.821e+00  
2.089e-01  1.585e-02  1.172e+00  
2.291e-01  1.585e-02  4.367e-01  
2.512e-01  1.585e-02  1.445e-01  
2.754e-01  1.585e-02  4.200e-02  
3.020e-01  1.585e-02  1.058e-02  
3.311e-01  1.585e-02  2.303e-03  
3.631e-01  1.585e-02  4.514e-04  
3.981e-01  1.585e-02  8.024e-05  
4.365e-01  1.585e-02  9.674e-06  
4.786e-01  1.585e-02  9.246e-07  
5.248e-01  1.585e-02  6.850e-08  
5.754e-01  1.585e-02  3.838e-09  
6.310e-01  1.585e-02  1.581e-10  
6.918e-01  1.585e-02  4.650e-12  
7.586e-01  1.585e-02  9.454e-14  
8.318e-01  1.585e-02  1.281e-15  
9.120e-01  1.585e-02  1.113e-17  
1.000e+00  1.585e-02  5.934e-20  
1.000e-04  1.738e-02  9.910e+00  
1.096e-04  1.738e-02  1.086e+01  
1.202e-04  1.738e-02  1.191e+01  
1.318e-04  1.738e-02  1.305e+01  
1.445e-04  1.738e-02  1.431e+01  
1.585e-04  1.738e-02  1.568e+01  
1.738e-04  1.738e-02  1.719e+01  
1.905e-04  1.738e-02  1.883e+01  
2.089e-04  1.738e-02  2.064e+01  
2.291e-04  1.738e-02  2.261e+01  
2.512e-04  1.738e-02  2.478e+01  
2.754e-04  1.738e-02  2.715e+01  
3.020e-04  1.738e-02  2.974e+01  
3.311e-04  1.738e-02  3.257e+01  
3.631e-04  1.738e-02  3.568e+01  
3.981e-04  1.738e-02  3.907e+01  
4.365e-04  1.738e-02  4.278e+01  
4.786e-04  1.738e-02  4.684e+01  
5.248e-04  1.738e-02  5.127e+01  
5.754e-04  1.738e-02  5.612e+01  
6.310e-04  1.738e-02  6.141e+01  
6.918e-04  1.738e-02  6.719e+01  
7.586e-04  1.738e-02  7.351e+01  
8.318e-04  1.738e-02  8.039e+01  
9.120e-04  1.738e-02  8.790e+01  
1.000e-03  1.738e-02  9.609e+01  
1.096e-03  1.738e-02  1.050e+02  
1.202e-03  1.738e-02  1.147e+02  
1.318e-03  1.738e-02  1.253e+02  
1.445e-03  1.738e-02  1.368e+02  
1.585e-03  1.738e-02  1.493e+02  
1.738e-03  1.738e-02  1.629e+02  
1.905e-03  1.738e-02  1.776e+02  
2.089e-03  1.738e-02  1.935e+02  
2.291e-03  1.738e-02  2.108e+02  
2.512e-03  1.738e-02  2.294e+02  
2.754e-03  1.738e-02  2.496e+02  
3.020e-03  1.738e-02  2.713e+02  
3.311e-03  1.738e-02  2.946e+02  
3.631e-03  1.738e-02  3.197e+02  
3.981e-03  1.738e-02  3.465e+02  
4.365e-03  1.738e-02  3.751e+02  
4.786e-03  1.738e-02  4.057e+02  
5.248e-03  1.738e-02  4.381e+02  
